Datum;Uhrzeit;Biomasse[MWh];Wasserkraft[MWh];Wind Offshore[MWh];Wind Onshore[MWh];Photovoltaik[MWh];Sonstige Erneuerbare[MWh];Kernenergie[MWh];Braunkohle[MWh];Steinkohle[MWh];Erdgas[MWh];Pumpspeicher[MWh];Sonstige Konventionelle[MWh]
15.09.2021;00:00;1.036;409;550;2.286;0;34;1.960;3.183;2.415;1.175;24;315
15.09.2021;00:15;1.036;407;532;2.216;0;34;1.963;3.167;2.389;1.198;24;316
15.09.2021;00:30;1.032;389;527;2.143;0;34;1.964;3.164;2.383;1.183;9;315
15.09.2021;00:45;1.030;387;533;2.109;0;34;1.965;3.147;2.373;1.176;13;314
15.09.2021;01:00;1.030;397;531;2.056;0;34;1.967;3.154;2.379;1.167;50;314
15.09.2021;01:15;1.030;390;533;2.025;0;34;1.967;3.138;2.380;1.172;27;316
15.09.2021;01:30;1.030;390;535;2.009;0;34;1.968;3.140;2.382;1.175;22;316
15.09.2021;01:45;1.027;389;526;1.984;0;34;1.967;3.130;2.361;1.169;21;317
15.09.2021;02:00;1.026;393;528;1.965;0;34;1.967;3.141;2.302;1.162;17;317
15.09.2021;02:15;1.025;391;523;1.956;0;34;1.967;3.133;2.282;1.136;14;317
15.09.2021;02:30;1.026;391;521;1.927;0;34;1.967;3.138;2.280;1.154;14;317
15.09.2021;02:45;1.024;394;543;1.878;0;34;1.967;3.131;2.300;1.125;6;316
15.09.2021;03:00;1.025;401;548;1.851;0;34;1.969;3.144;2.311;1.103;4;315
15.09.2021;03:15;1.024;399;547;1.820;0;34;1.969;3.138;2.305;1.107;2;314
15.09.2021;03:30;1.023;411;569;1.782;0;34;1.969;3.132;2.310;1.148;0;315
15.09.2021;03:45;1.021;414;567;1.749;0;34;1.970;3.129;2.313;1.161;0;315
15.09.2021;04:00;1.020;404;531;1.675;0;34;1.970;3.132;2.362;1.161;4;316
15.09.2021;04:15;1.019;411;509;1.629;0;34;1.971;3.132;2.381;1.165;5;316
15.09.2021;04:30;1.019;426;470;1.611;0;34;1.972;3.133;2.402;1.194;24;317
15.09.2021;04:45;1.017;457;454;1.590;0;34;1.971;3.129;2.421;1.211;49;317
15.09.2021;05:00;1.016;439;435;1.610;0;34;1.970;3.138;2.469;1.288;28;315
15.09.2021;05:15;1.017;438;404;1.615;0;34;1.971;3.143;2.525;1.331;40;318
15.09.2021;05:30;1.017;433;387;1.634;0;34;1.971;3.147;2.560;1.380;56;318
15.09.2021;05:45;1.016;477;395;1.635;0;34;1.972;3.162;2.564;1.420;75;318
15.09.2021;06:00;1.016;426;399;1.644;0;34;1.972;3.144;2.580;1.509;52;317
15.09.2021;06:15;1.016;434;401;1.675;0;34;1.974;3.172;2.613;1.591;42;317
15.09.2021;06:30;1.017;452;391;1.699;1;34;1.975;3.199;2.643;1.628;48;315
15.09.2021;06:45;1.018;460;392;1.730;19;34;1.974;3.195;2.646;1.681;78;318
15.09.2021;07:00;1.020;420;394;1.763;66;34;1.975;3.209;2.642;1.679;84;328
15.09.2021;07:15;1.022;436;391;1.787;126;34;1.975;3.218;2.643;1.686;94;328
15.09.2021;07:30;1.023;443;412;1.768;220;34;1.976;3.208;2.640;1.636;164;327
15.09.2021;07:45;1.024;437;407;1.756;353;34;1.976;3.199;2.642;1.685;217;326
15.09.2021;08:00;1.026;416;426;1.760;512;34;1.976;3.199;2.649;1.717;438;326
15.09.2021;08:15;1.027;432;416;1.731;670;34;1.978;3.209;2.652;1.714;434;326
15.09.2021;08:30;1.028;434;412;1.699;819;34;1.978;3.201;2.645;1.699;430;325
15.09.2021;08:45;1.029;442;422;1.613;992;34;1.978;3.203;2.641;1.748;279;324
15.09.2021;09:00;1.030;451;413;1.527;1.175;34;1.978;3.206;2.646;1.705;163;326
15.09.2021;09:15;1.029;439;411;1.464;1.347;34;1.978;3.205;2.649;1.697;130;326
15.09.2021;09:30;1.029;431;417;1.385;1.564;34;1.976;3.201;2.649;1.699;148;323
15.09.2021;09:45;1.028;424;411;1.315;1.731;34;1.975;3.203;2.643;1.723;175;325
15.09.2021;10:00;1.029;459;402;1.257;1.871;34;1.973;3.209;2.625;1.769;250;324
