Datum;Uhrzeit;Biomasse[MWh];Wasserkraft[MWh];Wind Offshore[MWh];Wind Onshore[MWh];Photovoltaik[MWh];Sonstige Erneuerbare[MWh];Kernenergie[MWh];Braunkohle[MWh];Steinkohle[MWh];Erdgas[MWh];Pumpspeicher[MWh];Sonstige Konventionelle[MWh]
01.01.2015;00:00;1.006;288;130;2.028;0;33;2.686;3.965;806;317;391;1.235
01.01.2015;00:15;1.007;288;129;2.023;0;33;2.646;3.951;833;316;373;1.214
01.01.2015;00:30;1.007;293;129;2.040;0;33;2.661;3.912;806;314;427;1.219
01.01.2015;00:45;1.005;290;129;2.037;0;33;2.718;3.860;775;279;335;1.242
01.01.2015;01:00;999;295;129;2.046;0;33;2.772;3.888;634;262;248;1.247
01.01.2015;01:15;995;301;129;2.075;0;33;2.775;3.881;577;209;290;1.220
01.01.2015;01:30;995;300;129;2.074;0;29;2.774;3.810;570;202;296;1.208
01.01.2015;01:45;994;292;129;2.102;0;28;2.765;3.744;571;198;246;1.258
01.01.2015;02:00;1.001;293;129;2.135;0;27;2.774;3.766;555;208;244;1.264
01.01.2015;02:15;1.006;284;129;2.134;0;23;2.763;3.729;553;203;207;1.257
01.01.2015;02:30;1.006;280;128;2.129;0;22;2.750;3.688;552;200;174;1.252
01.01.2015;02:45;1.007;282;128;2.143;0;22;2.739;3.635;568;198;162;1.269
01.01.2015;03:00;1.008;284;129;2.150;0;22;2.759;3.565;583;209;90;1.315
01.01.2015;03:15;1.011;280;130;2.125;0;22;2.755;3.517;587;206;70;1.287
01.01.2015;03:30;1.012;279;130;2.122;0;22;2.761;3.496;586;206;74;1.264
01.01.2015;03:45;1.011;279;130;2.156;0;22;2.753;3.497;584;200;54;1.218
01.01.2015;04:00;1.009;279;130;2.184;0;22;2.767;3.532;579;209;88;1.244
01.01.2015;04:15;1.010;278;130;2.181;0;22;2.751;3.540;633;208;88;1.249
01.01.2015;04:30;1.011;278;130;2.150;0;22;2.736;3.528;630;207;83;1.280
01.01.2015;04:45;1.009;277;130;2.129;0;22;2.709;3.516;620;207;88;1.298
01.01.2015;05:00;1.007;278;129;2.201;0;22;2.704;3.460;552;212;241;1.276
01.01.2015;05:15;1.009;277;130;2.187;0;22;2.684;3.399;552;213;236;1.267
01.01.2015;05:30;1.008;276;130;2.171;0;22;2.668;3.344;552;213;60;1.282
01.01.2015;05:45;1.005;277;131;2.154;0;22;2.641;3.272;561;214;229;1.273
01.01.2015;06:00;1.004;276;131;2.183;0;22;2.631;3.155;577;214;29;1.274
01.01.2015;06:15;1.003;278;131;2.236;0;22;2.605;3.118;599;218;185;1.279
01.01.2015;06:30;1.004;279;130;2.346;0;22;2.562;3.077;599;218;19;1.287
01.01.2015;06:45;1.003;278;130;2.403;0;22;2.501;3.054;600;218;182;1.315
01.01.2015;07:00;1.005;279;130;2.406;0;22;2.470;3.025;626;215;190;1.289
01.01.2015;07:15;1.005;279;130;2.437;0;22;2.487;3.010;625;218;20;1.290
01.01.2015;07:30;1.002;278;130;2.479;0;22;2.523;3.013;625;221;186;1.290
01.01.2015;07:45;1.002;278;130;2.489;0;22;2.556;3.015;615;221;188;1.293
01.01.2015;08:00;1.002;276;131;2.465;0;22;2.565;3.083;598;219;189;1.309
01.01.2015;08:15;999;276;131;2.477;4;22;2.574;3.103;646;221;186;1.374
01.01.2015;08:30;1.000;278;132;2.382;12;22;2.569;3.101;642;223;184;1.330
01.01.2015;08:45;999;278;132;2.359;37;22;2.538;3.118;645;226;192;1.381
01.01.2015;09:00;1.001;278;132;2.335;85;22;2.511;3.201;595;219;18;1.386
01.01.2015;09:15;1.006;279;132;2.385;143;22;2.499;3.195;596;222;175;1.431
01.01.2015;09:30;1.005;282;132;2.402;217;22;2.512;3.196;595;225;19;1.530
01.01.2015;09:45;1.005;282;132;2.380;328;21;2.539;3.208;601;226;175;1.538
01.01.2015;10:00;1.006;280;132;2.420;406;21;2.545;3.195;634;218;44;1.544
01.01.2015;10:15;1.006;280;131;2.469;473;21;2.523;3.187;645;221;44;1.482
01.01.2015;10:30;1.000;280;131;2.540;557;21;2.512;3.176;639;224;44;1.510
01.01.2015;10:45;996;282;132;2.596;681;21;2.503;3.171;638;226;46;1.529
01.01.2015;11:00;1.000;284;132;2.642;754;21;2.485;3.167;662;218;180;1.511
01.01.2015;11:15;1.006;289;132;2.696;799;21;2.484;3.079;668;218;229;1.485
01.01.2015;11:30;1.004;290;132;2.728;871;21;2.490;3.063;658;219;264;1.448
01.01.2015;11:45;1.003;283;132;2.797;940;21;2.490;3.143;670;221;212;1.460
01.01.2015;12:00;1.003;287;132;2.810;1.031;21;2.511;3.127;688;219;192;1.424
01.01.2015;12:15;1.003;285;132;2.901;1.064;21;2.526;3.113;749;219;206;1.399
01.01.2015;12:30;1.003;284;132;2.928;1.072;21;2.527;3.114;752;219;161;1.431
01.01.2015;12:45;1.006;283;132;2.937;1.032;21;2.555;3.111;749;219;146;1.504
01.01.2015;13:00;1.003;283;132;2.964;976;21;2.593;3.117;703;222;281;1.408
01.01.2015;13:15;998;281;132;3.032;914;21;2.601;3.091;707;221;223;1.421
01.01.2015;13:30;1.002;282;132;3.015;833;21;2.625;3.100;704;220;196;1.477
01.01.2015;13:45;1.003;282;132;2.967;778;22;2.635;3.110;698;221;268;1.478
01.01.2015;14:00;1.005;293;131;2.890;704;22;2.672;3.151;675;223;329;1.454
01.01.2015;14:15;1.006;287;131;2.873;616;22;2.699;3.142;666;222;304;1.451
01.01.2015;14:30;1.007;285;131;2.831;526;22;2.722;3.154;663;221;373;1.462
01.01.2015;14:45;1.007;290;131;2.803;434;22;2.736;3.176;661;225;171;1.453
01.01.2015;15:00;1.007;295;131;2.777;325;22;2.755;3.190;628;229;471;1.479
01.01.2015;15:15;1.009;292;131;2.785;219;22;2.770;3.294;616;240;497;1.499
01.01.2015;15:30;1.007;289;131;2.832;134;22;2.774;3.408;622;241;458;1.500
01.01.2015;15:45;1.006;285;131;2.932;69;21;2.771;3.497;620;259;238;1.563
01.01.2015;16:00;1.008;281;131;3.045;30;21;2.743;3.558;618;267;259;1.507
01.01.2015;16:15;1.010;282;131;3.201;13;21;2.751;3.630;668;268;227;1.490
01.01.2015;16:30;1.008;288;131;3.342;6;21;2.747;3.717;682;273;237;1.501
01.01.2015;16:45;1.005;295;131;3.471;1;21;2.766;3.774;702;278;504;1.449
01.01.2015;17:00;1.006;293;131;3.557;0;21;2.748;3.731;695;285;312;1.436
01.01.2015;17:15;1.006;294;131;3.667;0;21;2.770;3.773;706;301;287;1.368
01.01.2015;17:30;1.009;295;131;3.808;0;21;2.778;3.765;704;305;466;1.343
01.01.2015;17:45;1.008;291;131;3.881;0;21;2.762;3.696;704;304;533;1.312
01.01.2015;18:00;1.007;293;131;3.972;0;21;2.740;3.568;676;291;399;1.405
01.01.2015;18:15;1.009;293;131;4.060;0;22;2.734;3.584;674;281;355;1.398
01.01.2015;18:30;1.007;291;131;4.122;0;22;2.728;3.589;670;282;315;1.385
01.01.2015;18:45;1.005;292;131;4.191;0;22;2.728;3.547;671;282;251;1.392
01.01.2015;19:00;1.004;296;131;4.289;0;22;2.734;3.492;633;284;458;1.441
01.01.2015;19:15;1.003;287;131;4.338;0;22;2.725;3.426;618;285;385;1.476
01.01.2015;19:30;995;289;131;4.402;0;22;2.708;3.353;618;283;408;1.472
01.01.2015;19:45;1.000;287;131;4.455;0;22;2.695;3.227;622;272;286;1.449
01.01.2015;20:00;998;292;131;4.547;0;22;2.697;3.154;621;279;448;1.450
01.01.2015;20:15;997;293;131;4.618;0;22;2.641;3.123;606;311;379;1.443
01.01.2015;20:30;999;291;131;4.691;0;22;2.527;3.105;605;311;236;1.486
01.01.2015;20:45;997;292;131;4.803;0;22;2.478;2.984;609;309;100;1.450
01.01.2015;21:00;998;296;131;4.870;0;22;2.477;2.884;589;306;361;1.514
01.01.2015;21:15;999;296;131;4.926;0;22;2.450;2.857;597;304;109;1.552
01.01.2015;21:30;997;300;131;4.975;0;22;2.453;2.802;613;298;252;1.520
01.01.2015;21:45;997;296;130;5.062;0;22;2.462;2.742;611;298;117;1.471
01.01.2015;22:00;999;294;130;5.133;0;22;2.469;2.624;578;321;682;1.536
01.01.2015;22:15;999;293;131;5.172;0;22;2.451;2.603;577;333;598;1.479
01.01.2015;22:30;1.000;292;130;5.165;0;22;2.442;2.614;576;334;395;1.525
01.01.2015;22:45;1.002;293;129;5.247;0;22;2.387;2.588;569;338;392;1.519
01.01.2015;23:00;1.001;289;126;5.269;0;22;2.351;2.514;560;313;378;1.565
01.01.2015;23:15;999;293;125;5.355;0;22;2.298;2.501;550;304;368;1.492
01.01.2015;23:30;1.000;294;125;5.465;0;22;2.219;2.477;550;302;344;1.456
01.01.2015;23:45;1.003;287;118;5.500;0;22;2.178;2.370;551;295;346;1.467
02.01.2015;00:00;1.002;286;98;5.529;0;22;2.177;2.303;577;313;379;1.460
02.01.2015;00:15;1.001;278;73;5.467;0;22;2.061;2.269;562;293;307;1.430
02.01.2015;00:30;997;277;68;5.532;0;22;1.991;2.242;550;284;310;1.451
02.01.2015;00:45;1.001;282;67;5.639;0;22;1.936;2.222;537;283;306;1.479
02.01.2015;01:00;1.002;290;67;5.711;0;22;1.912;2.260;543;282;224;1.590
02.01.2015;01:15;1.001;279;69;5.726;0;22;1.810;2.265;551;283;233;1.609
02.01.2015;01:30;1.001;282;69;5.819;0;22;1.751;2.257;548;282;216;1.588
02.01.2015;01:45;1.000;278;71;5.903;0;22;1.676;2.232;546;281;220;1.425
02.01.2015;02:00;1.000;294;71;5.969;0;22;1.691;2.259;515;281;165;1.452
02.01.2015;02:15;999;272;70;5.949;0;22;1.694;2.274;498;282;146;1.443
02.01.2015;02:30;999;277;70;5.986;0;22;1.666;2.268;484;280;180;1.436
02.01.2015;02:45;999;282;72;6.062;0;22;1.626;2.219;479;281;118;1.384
02.01.2015;03:00;1.000;286;75;6.112;0;22;1.630;2.198;478;280;75;1.401
02.01.2015;03:15;999;287;77;6.133;0;22;1.624;2.195;475;281;54;1.417
02.01.2015;03:30;1.000;276;83;6.179;0;22;1.611;2.195;475;279;33;1.444
02.01.2015;03:45;1.002;285;90;6.285;0;22;1.602;2.178;479;280;42;1.437
02.01.2015;04:00;1.000;279;85;6.294;0;22;1.602;2.097;504;284;236;1.483
02.01.2015;04:15;999;279;83;6.326;0;22;1.576;2.091;523;283;34;1.488
02.01.2015;04:30;999;287;81;6.382;0;22;1.565;2.089;533;282;213;1.449
02.01.2015;04:45;994;278;86;6.385;0;22;1.562;2.122;540;280;230;1.434
02.01.2015;05:00;995;272;91;6.448;0;22;1.598;2.138;557;287;31;1.452
02.01.2015;05:15;998;274;101;6.471;0;22;1.657;2.129;607;289;197;1.481
02.01.2015;05:30;997;279;95;6.473;0;22;1.732;2.144;615;290;240;1.579
02.01.2015;05:45;991;276;103;6.393;0;22;1.773;2.183;627;292;262;1.551
02.01.2015;06:00;993;276;121;6.479;0;22;1.787;2.167;669;293;207;1.500
02.01.2015;06:15;990;278;124;6.493;0;22;1.837;2.179;682;296;34;1.429
