Datum;Uhrzeit;Biomasse[MWh];Wasserkraft[MWh];Wind Offshore[MWh];Wind Onshore[MWh];Photovoltaik[MWh];Sonstige Erneuerbare[MWh];Kernenergie[MWh];Braunkohle[MWh];Steinkohle[MWh];Erdgas[MWh];Pumpspeicher[MWh];Sonstige Konventionelle[MWh]
01.01.2021;05:30;1.132;286;117;536;0;58;2.036;3.191;688;1.266;4;360
01.01.2021;05:45;1.129;286;123;505;0;58;2.039;3.234;691;1.268;1;360
01.01.2021;06:00;1.130;287;129;514;0;58;2.039;3.287;711;1.279;21;364
01.01.2021;06:15;1.132;290;135;510;0;58;2.039;3.301;699;1.277;1;360
01.01.2021;06:30;1.130;291;127;513;0;58;2.039;3.269;711;1.272;6;362
01.01.2021;06:45;1.128;292;111;502;0;58;2.039;3.195;716;1.266;63;364
01.01.2021;07:00;1.129;290;103;482;0;58;2.038;3.122;714;1.282;122;365
01.01.2021;07:15;1.131;289;97;499;0;58;2.038;3.108;725;1.286;255;361
01.01.2021;07:30;1.133;290;94;512;0;58;2.038;3.114;749;1.286;277;363
01.01.2021;07:45;1.128;290;87;511;0;58;2.039;3.129;765;1.316;273;360
01.01.2021;08:00;1.135;287;95;520;6;58;2.039;3.131;773;1.373;20;359
01.01.2021;08:15;1.137;286;93;529;21;58;2.039;3.111;771;1.378;7;358
01.01.2021;08:30;1.139;285;85;544;54;58;2.040;3.106;771;1.392;12;361
01.01.2021;08:45;1.139;294;82;542;114;58;2.039;3.089;773;1.427;42;360
01.01.2021;09:00;1.135;286;67;557;195;58;2.040;3.056;772;1.486;1;359
01.01.2021;09:15;1.131;288;57;556;284;58;2.040;3.050;769;1.498;32;360
01.01.2021;09:30;1.140;295;54;541;391;58;2.040;3.055;775;1.521;20;361
01.01.2021;09:45;1.136;295;68;530;494;58;2.041;3.010;770;1.548;29;361
01.01.2021;10:00;1.139;288;96;523;601;58;2.041;2.964;767;1.612;19;364
01.01.2021;10:15;1.142;290;113;502;701;58;2.041;2.947;765;1.618;19;365
01.01.2021;10:30;1.140;290;116;479;800;58;2.040;2.847;763;1.635;24;364
01.01.2021;10:45;1.144;291;119;471;886;58;2.040;2.851;763;1.651;60;359
01.01.2021;11:00;1.147;289;122;454;965;58;2.042;2.851;761;1.672;17;359
01.01.2021;11:15;1.144;289;129;438;1.035;58;2.041;2.843;759;1.757;26;357
01.01.2021;11:30;1.146;292;151;407;1.096;58;2.040;2.848;758;1.856;18;359
01.01.2021;11:45;1.142;291;155;391;1.142;58;2.039;2.717;767;1.860;27;358
01.01.2021;12:00;1.142;292;155;375;1.197;58;2.038;2.715;783;1.856;113;364
01.01.2021;12:15;1.142;291;160;349;1.221;58;2.038;2.715;795;1.856;96;360
01.01.2021;12:30;1.145;293;175;334;1.219;58;2.039;2.720;805;1.869;99;361
01.01.2021;12:45;1.144;294;179;322;1.191;58;2.038;2.720;804;1.865;73;358
01.01.2021;13:00;1.144;293;192;307;1.143;58;2.039;2.723;799;1.848;73;357
01.01.2021;13:15;1.143;293;203;305;1.097;58;2.039;2.718;790;1.848;71;364
01.01.2021;13:30;1.147;293;223;304;1.040;58;2.038;2.717;784;1.857;66;364
01.01.2021;13:45;1.148;293;218;306;955;58;2.038;2.718;778;1.859;64;364
01.01.2021;14:00;1.146;292;205;309;846;58;2.038;2.713;770;1.849;102;364
01.01.2021;14:15;1.147;292;230;321;739;58;2.039;2.713;773;1.888;52;364
01.01.2021;14:30;1.152;291;203;327;627;58;2.039;2.709;769;1.903;49;363
01.01.2021;14:45;1.149;291;163;339;514;58;2.039;2.708;777;1.947;74;365
01.01.2021;15:00;1.153;290;151;376;399;58;2.039;2.706;834;1.943;73;358
01.01.2021;15:15;1.154;291;163;393;281;58;2.039;2.714;864;1.958;73;361
01.01.2021;15:30;1.154;292;179;414;175;58;2.040;2.718;876;2.004;78;364
01.01.2021;15:45;1.150;295;174;443;90;58;2.039;2.718;875;2.031;77;364
01.01.2021;16:00;1.153;296;183;483;35;58;2.038;2.707;899;2.072;91;366
01.01.2021;16:15;1.153;297;211;527;8;58;2.040;2.709;917;2.087;132;366
01.01.2021;16:30;1.151;302;214;580;1;58;2.040;2.723;928;2.093;233;364
01.01.2021;16:45;1.154;299;224;634;0;58;2.039;2.736;954;2.096;468;365
01.01.2021;17:00;1.154;296;211;683;0;58;2.038;2.734;1.002;2.093;555;365
01.01.2021;17:15;1.153;310;196;731;0;58;2.038;2.753;1.024;2.109;636;361
01.01.2021;17:30;1.154;303;178;793;0;58;2.038;2.755;1.033;2.098;706;359
01.01.2021;17:45;1.159;300;168;831;0;58;2.038;2.760;1.035;2.090;769;359
01.01.2021;18:00;1.157;305;163;869;0;58;2.038;2.747;1.016;2.121;800;364
01.01.2021;18:15;1.156;299;163;924;0;58;2.038;2.749;1.015;2.115;784;361
01.01.2021;18:30;1.156;305;171;944;0;58;2.038;2.753;1.010;2.118;809;350
01.01.2021;18:45;1.156;296;203;962;0;58;2.038;2.752;1.005;2.111;688;355
01.01.2021;19:00;1.161;301;188;981;0;58;2.039;2.754;1.028;2.116;995;355
01.01.2021;19:15;1.159;295;186;1.001;0;58;2.039;2.750;1.031;2.117;809;353
01.01.2021;19:30;1.158;293;198;1.034;0;58;2.039;2.756;1.029;2.126;717;353
01.01.2021;19:45;1.158;293;205;1.049;0;58;2.038;2.742;1.004;2.120;660;354
01.01.2021;20:00;1.158;316;214;1.056;0;58;2.038;2.752;981;2.123;427;365
01.01.2021;20:15;1.159;295;202;1.059;0;58;2.039;2.757;974;2.135;257;364
01.01.2021;20:30;1.156;292;163;1.087;0;58;2.038;2.756;964;2.090;233;363
01.01.2021;20:45;1.157;294;144;1.101;0;58;2.038;2.755;947;2.064;165;361
01.01.2021;21:00;1.159;299;135;1.130;0;58;2.037;2.745;925;2.102;304;365
01.01.2021;21:15;1.157;309;151;1.137;0;58;2.037;2.727;888;2.101;154;370
01.01.2021;21:30;1.152;314;151;1.155;0;58;2.037;2.719;861;2.100;201;368
01.01.2021;21:45;1.154;303;195;1.148;0;58;2.038;2.710;868;2.107;107;365
01.01.2021;22:00;1.154;311;226;1.173;0;57;2.037;2.707;871;2.050;433;363
01.01.2021;22:15;1.154;307;218;1.211;0;57;2.035;2.687;879;2.026;267;362
01.01.2021;22:30;1.155;309;192;1.237;0;57;2.034;2.700;860;2.020;231;362
01.01.2021;22:45;1.154;302;186;1.233;0;57;2.036;2.704;812;2.007;127;362
01.01.2021;23:00;1.155;312;197;1.197;0;57;2.036;2.713;778;1.920;113;358
01.01.2021;23:15;1.150;299;160;1.179;0;57;2.037;2.700;765;1.876;67;353
01.01.2021;23:30;1.149;306;117;1.186;0;57;2.037;2.734;751;1.781;87;356
01.01.2021;23:45;1.153;307;99;1.195;0;57;2.033;2.745;739;1.671;50;359
02.01.2021;00:00;1.149;298;101;1.179;0;57;2.016;2.810;729;1.534;29;363
02.01.2021;00:15;1.149;296;109;1.160;0;57;2.018;2.814;725;1.535;7;362
02.01.2021;00:30;1.147;298;98;1.155;0;57;2.027;2.856;714;1.508;10;361
02.01.2021;00:45;1.148;301;93;1.150;0;57;2.032;2.866;703;1.483;16;361
02.01.2021;01:00;1.146;293;91;1.145;0;57;2.032;2.901;695;1.420;15;346
02.01.2021;01:15;1.142;288;99;1.134;0;57;2.026;2.889;694;1.419;10;340
02.01.2021;01:30;1.134;292;112;1.122;0;57;2.032;2.906;682;1.408;10;338
02.01.2021;01:45;1.135;288;109;1.090;0;57;2.031;2.868;652;1.404;8;339
02.01.2021;02:00;1.141;296;123;1.073;0;57;2.026;2.876;639;1.353;14;344
02.01.2021;02:15;1.143;289;152;1.062;0;57;2.025;2.849;637;1.357;8;344
02.01.2021;02:30;1.143;296;147;1.054;0;57;2.025;2.848;638;1.358;9;339
02.01.2021;02:45;1.144;292;124;1.052;0;57;2.025;2.819;638;1.355;9;340
02.01.2021;03:00;1.142;302;106;1.058;0;57;2.026;2.793;641;1.346;5;343
02.01.2021;03:15;1.143;296;97;1.058;0;57;2.023;2.786;640;1.352;6;340
02.01.2021;03:30;1.144;297;99;1.057;0;57;2.023;2.789;641;1.358;9;343
02.01.2021;03:45;1.138;290;93;1.057;0;57;2.023;2.819;641;1.369;9;343
02.01.2021;04:00;1.137;298;85;1.059;0;58;2.031;2.846;648;1.377;9;343
02.01.2021;04:15;1.137;297;76;1.050;0;58;2.032;2.870;656;1.371;8;342
02.01.2021;04:30;1.135;292;71;1.021;0;58;2.034;2.886;655;1.382;16;345
02.01.2021;04:45;1.129;280;73;1.001;0;58;2.035;2.919;655;1.384;20;347
02.01.2021;05:00;1.127;279;82;954;0;58;2.035;2.980;654;1.406;26;347
02.01.2021;05:15;1.127;279;90;937;0;58;2.035;2.991;654;1.398;54;347
02.01.2021;05:30;1.127;279;99;924;0;58;2.036;2.996;660;1.405;105;348
02.01.2021;05:45;1.122;278;96;916;0;58;2.035;3.008;660;1.434;78;349
02.01.2021;06:00;1.129;291;105;899;0;58;2.033;3.007;664;1.465;36;351
02.01.2021;06:15;1.129;295;116;875;0;58;2.033;3.015;718;1.461;17;350
02.01.2021;06:30;1.120;288;126;852;0;58;2.033;3.049;758;1.467;18;352
02.01.2021;06:45;1.120;278;136;830;0;58;2.032;3.074;786;1.492;7;350
02.01.2021;07:00;1.123;284;149;808;0;58;2.030;3.076;819;1.572;17;349
02.01.2021;07:15;1.122;287;161;775;0;58;2.030;3.084;843;1.578;12;350
02.01.2021;07:30;1.121;288;157;757;0;58;2.030;3.077;868;1.582;11;351
02.01.2021;07:45;1.122;294;139;745;0;58;2.036;3.093;862;1.613;13;352
02.01.2021;08:00;1.123;284;122;725;9;58;2.019;3.128;876;1.772;19;350
02.01.2021;08:15;1.123;298;111;702;19;58;2.017;3.187;877;1.810;32;351
02.01.2021;08:30;1.128;302;107;687;43;58;2.008;3.215;873;1.875;35;351
02.01.2021;08:45;1.127;301;102;658;84;58;2.009;3.246;878;1.925;33;350
02.01.2021;09:00;1.130;291;94;635;141;58;2.037;3.255;894;2.074;194;350
02.01.2021;09:15;1.125;303;88;611;209;58;2.037;3.268;916;2.091;220;349
02.01.2021;09:30;1.131;304;81;573;278;58;2.033;3.257;941;2.009;221;349
02.01.2021;09:45;1.134;303;78;534;355;58;2.035;3.271;952;2.106;299;352
02.01.2021;10:00;1.140;296;71;494;434;58;2.038;3.276;969;2.121;391;350
02.01.2021;10:15;1.142;287;74;467;518;58;2.039;3.292;1.001;2.125;385;351
02.01.2021;10:30;1.142;287;69;429;584;58;2.038;3.298;1.026;2.147;395;351
02.01.2021;10:45;1.134;288;66;409;666;58;2.038;3.297;1.055;2.147;389;350
02.01.2021;11:00;1.139;292;66;377;753;58;2.038;3.300;1.055;2.143;296;344
02.01.2021;11:15;1.136;291;64;348;811;58;2.039;3.292;1.069;2.155;380;351
02.01.2021;11:30;1.134;291;65;332;855;58;2.039;3.295;1.068;2.152;410;350
02.01.2021;11:45;1.134;289;69;304;891;58;2.038;3.292;1.068;2.143;419;351
02.01.2021;12:00;1.138;288;70;278;928;58;2.039;3.294;1.053;2.134;294;353
02.01.2021;12:15;1.138;289;70;270;951;58;2.039;3.294;1.053;2.133;223;354
02.01.2021;12:30;1.136;289;71;252;940;58;2.039;3.291;1.056;2.130;203;354
02.01.2021;12:45;1.137;286;70;238;908;58;2.039;3.292;1.055;2.127;142;352
02.01.2021;13:00;1.140;287;67;229;857;58;2.039;3.289;1.055;2.129;199;352
02.01.2021;13:15;1.140;284;63;229;811;58;2.039;3.283;1.058;2.136;194;353
02.01.2021;13:30;1.140;284;59;229;738;58;2.039;3.288;1.062;2.133;172;348
02.01.2021;13:45;1.143;285;57;238;666;58;2.039;3.294;1.069;2.145;173;349
02.01.2021;14:00;1.143;285;53;252;578;58;2.039;3.284;1.078;2.132;298;350
02.01.2021;14:15;1.149;285;46;271;492;58;2.039;3.281;1.084;2.116;311;350
02.01.2021;14:30;1.150;287;50;288;401;58;2.039;3.288;1.085;2.100;337;349
02.01.2021;14:45;1.150;283;58;298;316;58;2.039;3.285;1.068;2.100;344;349
02.01.2021;15:00;1.145;278;69;326;243;58;2.039;3.291;1.055;2.103;92;349
02.01.2021;15:15;1.148;281;88;332;172;58;2.039;3.292;1.052;2.106;95;349
02.01.2021;15:30;1.148;282;100;350;115;58;2.038;3.300;1.051;2.105;62;348
02.01.2021;15:45;1.148;282;111;360;61;58;2.039;3.296;1.048;2.111;72;349
02.01.2021;16:00;1.148;282;112;394;21;58;2.038;3.309;1.045;2.111;220;350
02.01.2021;16:15;1.147;279;116;421;2;58;2.038;3.332;1.058;2.124;246;349
02.01.2021;16:30;1.148;281;128;445;1;58;2.038;3.344;1.089;2.126;275;348
02.01.2021;16:45;1.147;278;138;468;0;58;2.039;3.341;1.133;2.124;543;348
02.01.2021;17:00;1.145;277;150;491;0;58;2.039;3.329;1.132;2.137;913;351
02.01.2021;17:15;1.142;288;168;516;0;58;2.039;3.336;1.134;2.132;1.107;349
02.01.2021;17:30;1.148;282;191;537;0;58;2.039;3.333;1.134;2.135;1.164;349
02.01.2021;17:45;1.145;285;221;573;0;58;2.039;3.334;1.134;2.144;1.192;349
02.01.2021;18:00;1.146;279;248;612;0;58;2.039;3.329;1.132;2.137;1.326;349
02.01.2021;18:15;1.144;280;283;660;0;58;2.039;3.339;1.169;2.133;1.132;348
02.01.2021;18:30;1.148;281;288;699;0;58;2.037;3.334;1.170;2.132;1.041;348
02.01.2021;18:45;1.150;282;281;736;0;58;2.036;3.337;1.147;2.137;940;345
02.01.2021;19:00;1.153;283;291;769;0;58;2.037;3.344;1.117;2.147;1.099;346
02.01.2021;19:15;1.151;282;313;799;0;58;2.036;3.336;1.117;2.161;907;349
02.01.2021;19:30;1.152;282;338;825;0;58;2.037;3.340;1.115;2.159;809;347
02.01.2021;19:45;1.146;279;357;849;0;58;2.037;3.332;1.116;2.154;729;348
02.01.2021;20:00;1.149;286;357;866;0;58;2.037;3.323;1.117;2.135;719;349
02.01.2021;20:15;1.148;277;348;891;0;58;2.038;3.293;1.125;2.138;484;348
02.01.2021;20:30;1.150;278;347;922;0;58;2.037;3.277;1.126;2.142;442;347
02.01.2021;20:45;1.150;278;363;945;0;58;2.034;3.260;1.126;2.123;348;349
02.01.2021;21:00;1.149;300;366;975;0;58;2.035;3.286;1.097;2.111;208;350
02.01.2021;21:15;1.148;280;370;996;0;58;2.037;3.266;1.054;2.116;196;348
02.01.2021;21:30;1.153;284;394;1.040;0;58;2.034;3.255;1.032;2.114;36;348
02.01.2021;21:45;1.151;281;399;1.076;0;58;2.034;3.237;1.019;2.110;37;349
02.01.2021;22:00;1.150;298;398;1.134;0;58;2.036;3.224;987;2.091;85;349
02.01.2021;22:15;1.146;287;419;1.180;0;58;2.035;3.207;976;2.005;111;350
02.01.2021;22:30;1.149;286;444;1.212;0;58;2.033;3.186;976;1.952;122;349
02.01.2021;22:45;1.150;282;505;1.257;0;58;2.034;3.178;957;1.854;159;349
02.01.2021;23:00;1.148;281;547;1.300;0;58;2.033;3.144;929;1.742;182;350
02.01.2021;23:15;1.148;280;578;1.342;0;58;2.034;3.064;936;1.685;139;351
02.01.2021;23:30;1.146;279;630;1.399;0;58;2.033;3.001;956;1.645;72;349
02.01.2021;23:45;1.149;279;683;1.478;0;58;2.017;2.917;968;1.609;34;350
