Datum;Uhrzeit;Biomasse[MWh];Wasserkraft[MWh];Wind Offshore[MWh];Wind Onshore[MWh];Photovoltaik[MWh];Sonstige Erneuerbare[MWh];Kernenergie[MWh];Braunkohle[MWh];Steinkohle[MWh];Erdgas[MWh];Pumpspeicher[MWh];Sonstige Konventionelle[MWh]
14.07.2021;00:00;1.018;539;152;1.649;0;36;1.970;2.842;1.421;1.257;88;372
14.07.2021;00:15;1.018;536;165;1.583;0;36;1.971;2.827;1.410;1.169;93;369
14.07.2021;00:30;1.015;541;166;1.532;0;36;1.971;2.827;1.381;1.150;80;368
14.07.2021;00:45;1.014;525;189;1.501;0;36;1.971;2.826;1.381;1.150;64;372
14.07.2021;01:00;1.011;526;197;1.478;0;36;1.972;2.832;1.399;1.135;62;370
14.07.2021;01:15;1.015;528;191;1.469;0;36;1.971;2.824;1.396;1.136;70;372
14.07.2021;01:30;1.011;525;193;1.426;0;36;1.970;2.818;1.392;1.134;67;372
14.07.2021;01:45;1.010;520;215;1.389;0;36;1.971;2.792;1.366;1.122;61;372
14.07.2021;02:00;1.008;522;223;1.347;0;36;1.972;2.740;1.306;1.083;66;371
14.07.2021;02:15;1.008;514;182;1.368;0;36;1.972;2.723;1.283;1.076;66;371
14.07.2021;02:30;1.006;509;188;1.327;0;36;1.972;2.729;1.262;1.079;69;370
14.07.2021;02:45;1.010;512;209;1.282;0;36;1.972;2.727;1.253;1.088;93;370
14.07.2021;03:00;1.013;515;195;1.274;0;36;1.974;2.733;1.265;1.105;99;370
14.07.2021;03:15;1.015;514;199;1.263;0;36;1.973;2.729;1.269;1.106;91;370
14.07.2021;03:30;1.010;512;203;1.248;0;36;1.973;2.729;1.284;1.106;57;373
14.07.2021;03:45;1.007;510;210;1.277;0;36;1.973;2.737;1.321;1.106;69;373
14.07.2021;04:00;1.003;512;228;1.266;0;36;1.973;2.795;1.328;1.112;78;375
14.07.2021;04:15;995;514;234;1.218;0;36;1.974;2.795;1.351;1.115;106;375
14.07.2021;04:30;1.000;519;237;1.202;0;36;1.975;2.802;1.382;1.121;113;374
14.07.2021;04:45;1.001;511;233;1.237;1;36;1.973;2.811;1.409;1.151;101;376
14.07.2021;05:00;1.003;511;236;1.273;4;36;1.972;2.822;1.423;1.185;82;373
14.07.2021;05:15;1.005;512;266;1.263;21;36;1.973;2.814;1.427;1.223;88;371
14.07.2021;05:30;1.004;512;277;1.297;47;36;1.974;2.828;1.467;1.281;104;367
14.07.2021;05:45;1.000;525;281;1.292;73;36;1.973;2.820;1.519;1.333;121;366
