Datum;Uhrzeit;Biomasse[MWh];Wasserkraft[MWh];Wind Offshore[MWh];Wind Onshore[MWh];Photovoltaik[MWh];Sonstige Erneuerbare[MWh];Kernenergie[MWh];Braunkohle[MWh];Steinkohle[MWh];Erdgas[MWh];Pumpspeicher[MWh];Sonstige Konventionelle[MWh]
12.07.2021;00:00;1.018;588;516;1.055;0;36;1.974;2.885;1.297;952;285;305
12.07.2021;00:15;1.020;531;545;1.036;0;36;1.974;2.885;1.287;939;204;307
12.07.2021;00:30;1.020;516;574;1.006;0;36;1.972;2.894;1.288;933;89;308
12.07.2021;00:45;1.019;510;579;971;0;36;1.971;2.901;1.283;931;47;309
12.07.2021;01:00;1.013;543;543;947;0;36;1.973;2.898;1.260;865;52;306
12.07.2021;01:15;1.006;533;520;942;0;36;1.968;2.874;1.249;839;42;302
12.07.2021;01:30;1.010;551;538;948;0;36;1.945;2.853;1.239;843;62;300
12.07.2021;01:45;1.013;543;571;936;0;36;1.936;2.835;1.212;847;43;310
12.07.2021;02:00;1.013;574;586;910;0;36;1.924;2.820;1.181;828;58;308
12.07.2021;02:15;1.010;564;603;861;0;36;1.942;2.792;1.169;831;29;309
12.07.2021;02:30;1.010;561;608;850;0;36;1.954;2.795;1.168;831;18;309
12.07.2021;02:45;1.008;559;623;833;0;36;1.955;2.801;1.167;858;12;306
12.07.2021;03:00;1.007;550;611;815;0;36;1.957;2.816;1.164;872;15;307
12.07.2021;03:15;1.006;551;595;800;0;36;1.957;2.810;1.161;872;13;308
12.07.2021;03:30;1.006;557;588;789;0;36;1.958;2.817;1.163;874;11;296
12.07.2021;03:45;1.003;564;574;779;0;36;1.957;2.826;1.167;879;10;295
12.07.2021;04:00;998;546;585;786;0;36;1.958;2.872;1.204;901;10;302
12.07.2021;04:15;996;546;586;781;0;36;1.958;2.878;1.256;905;10;308
12.07.2021;04:30;999;557;578;771;0;36;1.958;2.880;1.282;908;11;307
12.07.2021;04:45;1.000;568;546;768;1;36;1.964;2.881;1.300;921;10;307
12.07.2021;05:00;1.000;541;557;759;5;36;1.964;2.871;1.321;948;10;308
12.07.2021;05:15;1.000;547;533;768;25;36;1.965;2.881;1.352;1.002;13;307
12.07.2021;05:30;998;570;513;741;52;36;1.973;2.797;1.402;1.042;52;307
12.07.2021;05:45;997;566;489;731;121;36;1.975;2.771;1.455;1.107;80;309
12.07.2021;06:00;1.000;545;484;714;235;36;1.972;2.797;1.521;1.204;159;306
12.07.2021;06:15;1.002;552;458;720;384;36;1.973;2.812;1.548;1.318;312;306
12.07.2021;06:30;1.001;560;445;695;575;36;1.974;2.811;1.573;1.393;332;307
