Datum;Uhrzeit;Biomasse[MWh];Wasserkraft[MWh];Wind Offshore[MWh];Wind Onshore[MWh];Photovoltaik[MWh];Sonstige Erneuerbare[MWh];Kernenergie[MWh];Braunkohle[MWh];Steinkohle[MWh];Erdgas[MWh];Pumpspeicher[MWh];Sonstige Konventionelle[MWh]
06.09.2021;00:00;1.039;503;75;928;0;33;1.954;2.728;2.162;829;111;329
06.09.2021;00:15;1.039;472;70;903;0;33;1.955;2.723;2.214;849;32;329
06.09.2021;00:30;1.040;465;62;887;0;33;1.957;2.718;2.222;832;2;328
06.09.2021;00:45;1.038;477;59;879;0;33;1.958;2.716;2.218;811;1;326
06.09.2021;01:00;1.038;498;54;865;0;33;1.960;2.728;2.213;816;54;323
06.09.2021;01:15;1.037;477;47;832;0;33;1.960;2.722;2.209;811;29;327
06.09.2021;01:30;1.037;465;41;782;0;33;1.961;2.724;2.208;826;1;328
06.09.2021;01:45;1.036;465;38;739;0;33;1.962;2.721;2.198;820;1;326
06.09.2021;02:00;1.033;484;34;700;0;33;1.964;2.743;2.160;805;33;324
06.09.2021;02:15;1.031;474;31;664;0;33;1.965;2.769;2.136;814;24;324
06.09.2021;02:30;1.029;468;27;640;0;34;1.966;2.789;2.139;844;33;323
06.09.2021;02:45;1.027;465;24;596;0;34;1.967;2.778;2.146;860;4;325
06.09.2021;03:00;1.027;471;22;560;0;34;1.968;2.788;2.149;861;5;325
06.09.2021;03:15;1.028;482;20;531;0;34;1.969;2.784;2.154;869;10;318
06.09.2021;03:30;1.028;466;18;510;0;34;1.970;2.794;2.160;884;2;317
06.09.2021;03:45;1.024;457;13;482;0;34;1.971;2.794;2.140;875;1;315
06.09.2021;04:00;1.023;467;14;458;0;34;1.972;2.798;2.170;868;14;316
06.09.2021;04:15;1.022;465;13;430;0;34;1.974;2.803;2.216;895;17;315
06.09.2021;04:30;1.023;457;11;417;0;34;1.975;2.812;2.250;973;28;315
06.09.2021;04:45;1.021;467;9;405;0;34;1.976;2.804;2.271;1.007;26;321
06.09.2021;05:00;1.020;447;8;392;0;34;1.975;2.810;2.297;1.069;23;323
06.09.2021;05:15;1.020;463;8;382;0;34;1.976;2.809;2.331;1.105;23;320
06.09.2021;05:30;1.020;493;7;377;0;34;1.974;2.818;2.389;1.194;105;313
06.09.2021;05:45;1.018;507;7;378;0;34;1.975;2.817;2.424;1.286;290;315
06.09.2021;06:00;1.020;485;6;367;0;34;1.974;2.799;2.499;1.305;110;315
06.09.2021;06:15;1.020;485;7;340;1;34;1.976;2.813;2.522;1.366;261;314
06.09.2021;06:30;1.020;496;7;322;15;34;1.976;2.799;2.560;1.400;478;317
06.09.2021;06:45;1.019;502;6;318;55;34;1.976;2.770;2.600;1.391;586;321
06.09.2021;07:00;1.022;499;7;306;177;34;1.977;2.773;2.629;1.431;899;322
06.09.2021;07:15;1.022;501;7;283;388;34;1.979;2.772;2.651;1.474;989;322
06.09.2021;07:30;1.024;505;6;268;677;34;1.980;2.777;2.670;1.514;942;325
06.09.2021;07:45;1.025;501;5;261;1.030;34;1.981;2.779;2.704;1.534;917;327
06.09.2021;08:00;1.027;506;3;231;1.444;34;1.982;2.770;2.661;1.504;1.130;329
06.09.2021;08:15;1.028;505;3;198;1.906;34;1.982;2.773;2.667;1.451;1.097;328
06.09.2021;08:30;1.029;496;3;166;2.406;34;1.983;2.759;2.669;1.399;1.001;328
06.09.2021;08:45;1.032;470;3;142;2.913;34;1.982;2.745;2.673;1.401;652;328
06.09.2021;09:00;1.033;501;3;107;3.418;34;1.982;2.762;2.645;1.418;722;325
06.09.2021;09:15;1.034;476;4;92;3.930;34;1.982;2.760;2.655;1.433;473;325
06.09.2021;09:30;1.034;474;3;72;4.428;34;1.981;2.756;2.651;1.473;391;329
06.09.2021;09:45;1.036;477;3;63;4.911;34;1.982;2.748;2.652;1.473;261;330
06.09.2021;10:00;1.035;512;4;56;5.378;34;1.982;2.763;2.638;1.446;270;331
06.09.2021;10:15;1.032;467;3;57;5.815;34;1.980;2.753;2.635;1.437;36;331
06.09.2021;10:30;1.033;470;3;60;6.196;34;1.980;2.762;2.622;1.413;20;331
06.09.2021;10:45;1.035;474;3;72;6.521;34;1.980;2.758;2.606;1.377;22;328
06.09.2021;11:00;1.036;474;3;82;6.800;34;1.977;2.761;2.546;1.348;44;327
06.09.2021;11:15;1.037;469;3;105;7.089;34;1.978;2.755;2.453;1.327;40;325
06.09.2021;11:30;1.038;467;2;129;7.311;34;1.975;2.758;2.428;1.325;24;323
06.09.2021;11:45;1.039;460;3;149;7.453;34;1.974;2.756;2.372;1.317;23;324
06.09.2021;12:00;1.040;470;2;177;7.579;34;1.974;2.754;2.323;1.277;28;327
06.09.2021;12:15;1.041;463;3;225;7.672;34;1.973;2.744;2.317;1.252;23;326
06.09.2021;12:30;1.042;479;4;197;7.721;34;1.973;2.748;2.321;1.260;28;327
06.09.2021;12:45;1.041;466;8;192;7.738;34;1.971;2.750;2.332;1.253;24;324
06.09.2021;13:00;1.041;462;5;206;7.739;34;1.971;2.753;2.318;1.267;26;326
06.09.2021;13:15;1.040;463;5;205;7.673;34;1.971;2.746;2.330;1.284;26;327
06.09.2021;13:30;1.041;464;6;182;7.541;34;1.972;2.745;2.332;1.280;45;323
06.09.2021;13:45;1.039;470;8;179;7.410;34;1.971;2.738;2.343;1.271;29;326
06.09.2021;14:00;1.039;480;10;166;7.246;34;1.972;2.742;2.392;1.246;63;327
06.09.2021;14:15;1.038;480;9;157;7.064;34;1.972;2.741;2.386;1.252;112;329
06.09.2021;14:30;1.037;486;8;149;6.856;34;1.972;2.740;2.402;1.248;137;328
06.09.2021;14:45;1.035;478;9;148;6.603;34;1.972;2.738;2.490;1.256;88;327
06.09.2021;15:00;1.035;466;12;146;6.335;34;1.971;2.739;2.543;1.287;23;327
06.09.2021;15:15;1.034;477;12;149;6.050;34;1.972;2.736;2.605;1.297;44;327
06.09.2021;15:30;1.034;469;13;155;5.732;34;1.973;2.740;2.641;1.323;39;331
