Datum;Uhrzeit;Gesamt (Netzlast)[MWh];Residuallast[MWh];Pumpspeicher[MWh]
17.07.2021;12:45;13.723;6.020;418
17.07.2021;13:00;13.572;5.626;706
17.07.2021;13:15;13.472;5.348;764
17.07.2021;13:30;13.412;5.133;793
17.07.2021;13:45;13.309;4.957;852
17.07.2021;14:00;13.189;4.698;888
17.07.2021;14:15;13.076;4.496;865
17.07.2021;14:30;13.064;4.438;864
17.07.2021;14:45;13.055;4.409;848
17.07.2021;15:00;13.059;4.404;795
17.07.2021;15:15;13.018;4.373;830
17.07.2021;15:30;12.960;4.401;852
17.07.2021;15:45;12.920;4.431;836
17.07.2021;16:00;12.851;4.413;725
17.07.2021;16:15;12.864;4.472;731
17.07.2021;16:30;12.926;4.711;669
17.07.2021;16:45;12.927;4.864;605
17.07.2021;17:00;13.055;5.190;772
17.07.2021;17:15;13.094;5.397;629
17.07.2021;17:30;13.119;5.612;485
17.07.2021;17:45;13.123;5.966;434
17.07.2021;18:00;13.050;6.251;280
17.07.2021;18:15;12.963;6.430;242
17.07.2021;18:30;13.043;6.803;122
17.07.2021;18:45;13.011;7.123;15
17.07.2021;19:00;12.949;7.445;4
17.07.2021;19:15;12.823;7.739;4
17.07.2021;19:30;12.753;8.082;3
17.07.2021;19:45;12.674;8.348;3
17.07.2021;20:00;12.625;8.608;2
17.07.2021;20:15;12.473;8.747;2
17.07.2021;20:30;12.299;8.810;2
17.07.2021;20:45;12.118;8.743;1
17.07.2021;21:00;11.918;8.498;1
17.07.2021;21:15;11.822;8.322;1
17.07.2021;21:30;11.891;8.342;2
17.07.2021;21:45;11.905;8.319;2
17.07.2021;22:00;11.937;8.298;23
17.07.2021;22:15;11.771;8.057;27
17.07.2021;22:30;11.590;7.774;32
17.07.2021;22:45;11.503;7.560;81
17.07.2021;23:00;11.215;7.203;83
17.07.2021;23:15;11.150;7.085;147
17.07.2021;23:30;10.980;6.920;200
17.07.2021;23:45;10.784;6.742;255
